treatment,run_id,problem,solution_found,solution_length,update_found,update_first_solution_found,program
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1076,grade,True,22,843,360,"[Dec-Tag(0100101010101000,1101011101001100,1111010000111111),Inc-Tag(0001101100000101,1111100110111011,1010000011111110),TestNumLess-Tag(1001101100101101,0000111000001110,1001000010001101),SubmitF(0101100100011110,1111011001001000,0011100100111011),Inc-Tag(0101111000010100,1011111000111010,1111001111010001),While-Tag(1110101110001000,0011101101010100,0011101000101001),Set-14-Tag(0001110001001010,1111001100011111,0110001100011010),LoadGrade-Tag(1000011100101100,1001001011001011,0000101011100111),CommitGlobal-Tag(1001011100011011,1101111100001111,0000111010010101),SubmitA(0011001011101110,0100111111010011,1101001010001011),While-Tag(0110001000111111,1111011001001011,1010100001110011),SwapMem-Tag(0000001100110110,1010111111011000,1000011001011100),TestNumGreaterTEqu-Tag(0001111100100101,0101111000111111,1111111101100111),Close(1110010011110010,1111100100110010,1110101110101010),LoadThreshB-Tag(1011010111001101,0111110000111001,0100111001111101),Set-12-Tag(0011111110010010,0101110000011010,0101100100110110),CommitGlobal-Tag(1111000001000110,0110011110111001,0100010011110001),TestNumLess-Tag(0000110110001110,1110000111100001,0000110010010000),SubmitB(0001010100001100,1011100101101001,0001100110111101),While-Tag(1110100110011100,1100001101110000,0101101010111001),SubmitD(0100011110101011,0000101000010001,1110110101111100),SubmitC(0100111000101111,1000111111001011,0000011000110101)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1077,grade,True,19,754,228,"[Inc-Tag(0110101100001100,1001011111000010,1111110100001110),Close(0110011000101111,1000110101011110,0111101011001101),TestNumGreaterTEqu-Tag(1111111110110010,0100110000001101,0111101010110000),TestNumLessTEqu-Tag(0000010000011110,1010000011000000,0011011010010111),SubmitA(0101100101001100,0100101011111111,1101000111101110),While-Tag(0101110011100101,1010111011111000,1010010000100110),SubmitD(0001010001111110,0000110110110011,0000010101001110),IfNot-Tag(1011101100100111,1110100111010010,0110111111101011),SubmitC(1011001110001001,0011001001100101,0110110010011010),Close(0000100010011011,1100111110011110,0101010011000111),If-Tag(0101010001011011,1111000010010110,0011001101001110),SubmitF(0100010111100001,1011000011111001,1010101000100010),Countdown-Tag(1111101111011101,0010001110001111,1100000001000101),TestNumGreaterTEqu-Tag(0011100010101000,1000111100101111,0111000110011100),LoadThreshC-Tag(0010010010100101,1111011001111111,0000010010100111),LoadThreshB-Tag(1110100111011110,0110000101001111,1010111110000110),SubmitB(0110001111110110,1101001010100010,0111000000111000),IfNot-Tag(1000011010110111,1100101111100101,0100110101011101),Set-9-Tag(1010010101001100,0111110111111111,1101001111010111)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1078,grade,True,22,856,372,"[Dec-Tag(1010100011011011,0100110000010111,0111101111110010),While-Tag(0111111111111110,0101100011100110,1001100001110010),Add-Tag(1000000101101100,1000000100101110,1101110100101110),SubmitD(1110011010011010,1101011101100011,1100110111100010),TestNumLessTEqu-Tag(1000010001001110,1000000010001000,1001100000111001),IfNot-Tag(0100101011000000,0100110111101010,1011010011110001),Dec-Tag(0011000111100010,0111100101100111,1000001011010011),Set-12-Tag(1100001111010010,0101101001010001,1001100011000110),TestNumGreater-Tag(0000110100001110,1011010000110000,1000001100101111),SubmitF(1011111110011100,1111101111000000,1001101011011010),Div-Tag(0010101110000101,1101000110000000,1000000111001010),If-Tag(0100001011001000,0001000010010110,1110100011110110),SubmitC(0010100001100110,0011111110011001,1110101000001000),LoadThreshA-Tag(1011110110111000,1000010111011111,1100000011110100),Add-Tag(1100011000110111,0111000001110101,0011011111110110),LoadGrade-Tag(0101100100100011,1000011100101100,0111101000110011),While-Tag(0000111100011000,0000001011111000,1101100101111100),TestNumGreater-Tag(1001010111011110,1001101110110011,1110000100110101),IfNot-Tag(0110110110101100,1001000101111110,1111111011010000),SubmitA(0011011111111000,0000110010001010,1111110011000101),CopyMem-Tag(1011111100011001,1110101100011110,1101110001011001),SubmitB(1111100011101111,0110110100110101,0000000101001000)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1079,grade,True,14,759,109,"[SubmitF(1000001010010010,0011111110101011,0000010101010111),TestNumLessTEqu-Tag(1101100111000001,1110101100001111,0000100011111110),Countdown-Tag(1101000010111111,1111111111101100,1000011100111100),SubmitA(0010001000001101,0000011001001101,1000111001100000),TestNumLessTEqu-Tag(0101111101000100,0010110100001100,0001011010111110),Countdown-Tag(1011111110011101,1111011101110000,0010100010010101),TestNumLessTEqu-Tag(1010111101001010,1111111101111001,0011111110011101),While-Tag(1111111110101111,1001001110000001,1011101000011011),SubmitB(1110000001011010,0110101010110110,1101000010101001),While-Tag(1111010110010010,1001001101000110,1110010000100100),IfNot-Tag(0100000011101010,0010011111001010,1111011100110111),SubmitC(0111100111111010,1011110000111101,1011011010011011),TestNumGreaterTEqu-Tag(0000111110110101,0000001010010011,0100110111101110),SubmitD(1000000011110011,0111010100011110,1101000101110101)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1080,grade,True,45,972,427,"[SubmitA(0110101001101011,0010011001000011,1100000111111011),Sub-Tag(0100001101001110,1110111010101101,1011100010001101),Mod-Tag(0011000111111010,1101111001101111,0001011100101011),TestNumLess-Tag(1001110110110001,0010010011101111,1101111011111000),LoadGrade-Tag(0011011010111001,0100000011011011,1011011010101101),If-Tag(0111111010111111,1010101101111101,1101011111111001),TestNumLessTEqu-Tag(1010001010011101,0111110111111110,1111111001010110),Not-Tag(0100001111111000,1100011101001011,1110001101101110),LoadThreshD-Tag(1011101101000011,1000110011100011,0100000011000100),Set-1-Tag(0101101110000100,1110000010111010,1000100001001111),Countdown-Tag(0101001100010100,1010001001101001,0111011111111010),LoadThreshA-Tag(1001011000111110,1001001011100010,0011010000101110),Dec-Tag(1100101010111111,0010101110110111,0101101011100111),Add-Tag(0100000011000111,1100110000011110,1010111011111000),TestNumLessTEqu-Tag(1111110110111011,0001111010110111,1001011011011011),Add-Tag(0100111001010011,0110000100100010,0100101011111101),CopyMem-Tag(0010000110111011,1001100101001101,1101011100001010),Floor-Tag(0011100110000000,0101101001000010,0011100101010111),Input-Tag(1000110010001111,1101011001110101,1111010010111010),Mod-Tag(0010111100010000,0110001111101110,0111111100111000),SubmitD(0011111101100011,0110111001000000,1001010010100111),LoadThreshC-Tag(1001100010010000,1101111010111110,1110001100011010),CommitGlobal-Tag(1110010000010111,0010111101101001,0111001110001101),Div-Tag(0000001001110100,1100010110001000,1000011110110101),Output-Tag(0111000011111000,0001110000011001,0010100001011001),LoadThreshB-Tag(0101101000100100,1100000110011010,0011011111111011),Set-11-Tag(0110010011111100,1011000010010111,1001011111101011),Input-Tag(0011010111000011,0010100101001111,0110100001101111),CommitGlobal-Tag(1100001000101011,1011001010001101,1010000001000110),PullGlobal-Tag(0111110001001010,0101010001010000,1011100111010000),SubmitB(1001010111101000,1111000000110111,0011111001011011),TestNumLessTEqu-Tag(0111101010000010,0110010000011000,0101011101101001),If-Tag(1100011110000000,1110001011110010,0001011111101100),SubmitF(0000011100000111,0111110001001001,0001010101101101),LoadGrade-Tag(1001010011101111,1011001001010111,1000100001101110),TestNumLessTEqu-Tag(0011001010101001,0100011110111001,0000111001010111),Set-2-Tag(1011001110000110,0001110001000001,0100011101111000),Inc-Tag(0000000100010000,1001001100100000,0111011011010010),Countdown-Tag(0001101101001011,1011111111010000,0000000001011100),SubmitC(1011110001110000,0010000000101100,1000011011110111),LoadThreshD-Tag(1000110110000001,1101100011110000,0011000111111010),Mod-Tag(1110001001111000,1000001001101011,1110001011010010),Close(0011111101011001,1101000010100110,1110100011111101),LoadThreshC-Tag(0001001010010001,1000110101011111,1110001110011010),Close(1101101111100011,0011011001111011,0100111111011110)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1081,grade,True,21,517,428,"[Dec-Tag(1011001100110001,0111111011010000,1011011001011010),TestNumGreater-Tag(1100110111111111,0010011100000110,1100000111111110),TestNumLess-Tag(0011000110110111,0000011000011111,0111001011011011),SubmitA(0011011111010000,0001111110100010,1101111101100001),While-Tag(0001001001111110,0100000000101110,1110011000010001),TestNumLessTEqu-Tag(1101101100011000,1001011100001110,1000110101001110),If-Tag(1100111100011011,1011010110100010,1111011101100110),IfNot-Tag(0110111010011000,0000001101100000,0010001001011010),SubmitD(0110011111010011,1111000001001110,1000100000100000),Return(1110110001011101,0100111010011000,0100111111010001),Close(1000001111010001,1010110111000000,1000011100010010),Input-Tag(0101110001001110,0010100110010100,1110011111100000),LoadGrade-Tag(0000100000111111,1011010110010101,0101110101000100),Close(1010010101000100,1110000011100011,0010100111001100),TestNumLess-Tag(0000001001011110,1000010101000101,0101000011001001),SubmitB(1111000110110011,0111001110001101,0000001110111101),While-Tag(0100010011110100,0101100101001100,1001110110011111),SubmitC(0100100000111111,1100100111010010,1010100001110001),If-Tag(1001000111101010,1001001001001001,0011011001101000),SubmitF(1011010010100111,1010010100100110,0101110001010001),Return(1100000010111110,1001111110110011,1011100100011110)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1082,grade,True,26,994,252,"[SubmitA(1011110011110100,1011000110010110,0011100010011000),Countdown-Tag(1111101111011110,0100011110101101,1001110110011010),SwapMem-Tag(0110011000010000,1111001110111110,1000000110110000),PullGlobal-Tag(1101001100110001,1010000101010101,1101001111101111),TestNumGreaterTEqu-Tag(1001110010111100,0101000111001001,1100000010110010),LoadThreshB-Tag(0110110001001101,1111000100110100,1011011000100011),TestNumLess-Tag(0100110010011000,0001111100000110,1111101101000011),LoadThreshD-Tag(1000010111100100,1010011111110101,1011010111110100),Inc-Tag(1100100010001001,0000010111110111,0101001001001011),LoadGrade-Tag(1000101010010011,1101100010000010,1110110011011110),LoadThreshB-Tag(1110101000111110,0010000111000100,1001010011101111),TestNumGreaterTEqu-Tag(1011100110001100,1111111101010100,1011100110111101),IfNot-Tag(1110000001000000,0100011001010010,0101101001000010),CopyMem-Tag(1011011011110000,0110101110111011,1010101010010011),Set-9-Tag(0011110101110011,0101101011010110,0111101100101010),LoadThreshC-Tag(0001110110100011,1100010101111100,0011010111010011),SubmitF(0010100101111011,1001001101001100,0100001110000111),SwapMem-Tag(0000101000001011,0001100101010010,1011011001001101),Sub-Tag(1101000001010000,1010010100110001,1100111111111111),Floor-Tag(0111101101111001,1110011000111010,0010010000100000),SubmitB(0010100100100011,0000100001000010,1111010001111100),IfNot-Tag(1001100110100111,1100100111010000,1100111100011101),SubmitD(0011001100001010,1111000110100010,0111110000011010),TestNumGreaterTEqu-Tag(0101100001010100,1010110011001011,0000111110101101),While-Tag(0010111100101100,0001100000111001,1011110101001101),SubmitC(0110011011111100,0001000001111000,1100011011000011)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1083,grade,True,29,839,287,"[Close(1011101010001111,1111000101010010,0111111101011111),TestNumGreaterTEqu-Tag(0010011111011111,1001101000001111,1101100101011001),Close(0000000111101101,1011010111101100,1100110110101001),Dec-Tag(0101111110010001,0110000101111101,1011101000011001),SubmitA(1010100011001101,1111001101101001,0011001101011011),Countdown-Tag(1100100010000000,0001101101111011,0000011110010111),Set-5-Tag(0011100010011000,0011111001001011,1001000110100101),SubmitB(1000001111011101,0011111111111011,1001000001110011),Dec-Tag(1101011110011101,0001110011100111,0110100001101111),TestNumGreaterTEqu-Tag(0100010111000110,0000100000001011,0100011011010100),While-Tag(0001100111111001,0011111111111111,1100011011000111),While-Tag(0100000101010100,0101001111001101,0110000000100111),SubmitC(0010100110001010,0100111101100110,0111111100011100),Countdown-Tag(1110100100011010,1100100100000010,1111100110000011),Close(0001110100101011,1000001100111101,1010011101001001),TestNumGreater-Tag(1111101111101000,0111101000110010,0111010100111100),LoadThreshD-Tag(1001101100110110,0111011000011001,0011110010000101),Input-Tag(0110110001010110,1001101111011010,0011011100101111),Input-Tag(0110111000110011,0000111011110001,1100000111001111),Output-Tag(1011000101111100,0100100010000010,1000100110110001),LoadThreshC-Tag(0110100001011000,0000100111010000,0010000001001111),SubmitD(1011110010111000,0000111000101110,1011000110110110),Inc-Tag(0110101011110011,0101111101001100,0011000010110100),LoadGrade-Tag(0111111011101000,1000011010010101,0100101010111000),TestNumLess-Tag(1111110010111101,0111101110101001,1001000111001100),SubmitF(1100011100000001,0011010000001011,0001011100101001),Set-12-Tag(1100111011100001,1111100011100111,0001000000101001),CommitGlobal-Tag(0000111111110110,0010110000111110,1000011100000100),Inc-Tag(1011110101001110,0111011101100010,1000001000110010)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1084,grade,True,39,980,268,"[Div-Tag(0010100101001111,0011001100011111,0011011011011101),TestNumNEqu-Tag(0010010111011010,0010101111101011,1100001011011111),TestNumLess-Tag(0000111010111110,1011011111111100,0110110110100001),SubmitA(1001101011101101,0100001011000010,1110100100111010),While-Tag(1000011111100100,0101010001011000,1100110000011101),Output-Tag(0101100110011001,1010001101010000,0001000111111000),While-Tag(0111011111100001,0001010110110101,0011010110101001),TestNumLess-Tag(0101110011101110,1010110011110111,1111000001101000),Set-16-Tag(0110001010100111,1101000110001010,0110011100011011),LoadThreshB-Tag(0011110110111101,1101000100010100,1000101110001110),TestNumGreater-Tag(0111101111000100,1101010011110000,1011111100010100),Dec-Tag(1110110011111110,0001101110101010,0111011110000010),SubmitF(0110110111100111,1010111101100001,1010101110100011),Dec-Tag(0011000110011001,1101011010110000,0111010011010100),TestNumGreater-Tag(1011111100001110,0010011111011110,1011101100110001),CommitGlobal-Tag(1110111101010101,1101000100100011,0011000110100101),Set-13-Tag(1100011111110011,1000110011010011,1110111111111001),TestNumNEqu-Tag(1001001101110110,1110111101110010,0101100011100111),TestNumGreater-Tag(0010110000100111,1011101000011000,1001111100000110),TestNumGreater-Tag(1011001001100110,0100010111101011,1010110011101110),Sub-Tag(1101100110101000,0100010101010100,0111011001011100),Close(0010000000011111,0110010001000010,0010100101001011),Floor-Tag(1110100100010101,0101100111111110,0001001010010101),Floor-Tag(1101101111010000,0101010011001111,0110001000110011),PullGlobal-Tag(1110111000010111,0100001010111110,0000001100110000),Countdown-Tag(1000101001001010,1100110110111100,0100111100101101),SubmitB(0000110100100100,1001000110100101,1001001101000010),TestNumLessTEqu-Tag(1000100011100100,0111011011011001,1001111001001111),Set-3-Tag(0001110010110111,1101110100001000,0001101001010001),Set-10-Tag(1000101111110000,0011000000100001,1110011110101110),Mult-Tag(0100110101000010,1001001011011110,0101110010100011),Set-16-Tag(0001100000001101,1011110111100110,0101110011111010),Set-0-Tag(1100010110111111,0111011000000001,0111000100010011),LoadThreshA-Tag(1001101000010001,1001000000101000,1011011010110101),Input-Tag(1000111100000111,0111100000111100,1110101100101010),SubmitC(0010011000011011,0110111101010100,1011001111010111),SubmitD(0001111110001101,0110010100111111,1010001111011001),If-Tag(0111101100100111,0011110000101100,0001111001001111),Set-7-Tag(0000111011110110,1111111101001001,1011110101111001)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1085,grade,True,34,979,506,"[While-Tag(1011101110100010,1000000011111100,1001010111100001),Div-Tag(0011000010111101,1100110001000000,0000010110101001),Not-Tag(1111000000011110,1101000010001100,1111001111010000),SubmitA(1101111001001101,0001100001100100,1001000011110000),PullGlobal-Tag(0110011110100001,1101101001110100,0000011010110111),SwapMem-Tag(1100001010100111,0010010100001111,0100100110010111),Inc-Tag(0110001111000000,0010011100010100,1101100110010101),Input-Tag(0110100001110110,1000010101000100,0000101100011011),Mod-Tag(0101110010000100,0011110101010100,1001110010011011),TestNumLess-Tag(0101000100100010,1010001101000011,0011101100111010),Set-14-Tag(1010101101011001,1010001011000001,1000110001011110),Inc-Tag(0111011111010000,0110000000000001,0101101000101110),Inc-Tag(1101111000011101,0001010111111111,0000111111010111),SubmitB(0111101101101001,1101011101101100,0001110000110100),CommitGlobal-Tag(1100010101111011,0110000101110001,1111111010101010),IfNot-Tag(1101110001110000,0001100000001010,1001110111010100),Floor-Tag(0100001110010011,0011101010010100,0100101110101101),LoadThreshB-Tag(1000111001000100,1001111111011010,1110010011001010),Sub-Tag(0100010101011010,1000111101100010,0100000100001111),Floor-Tag(0111001100010101,1100101010110001,1100110100110001),CommitGlobal-Tag(1000111000111101,1001110010000110,0010100111100111),Countdown-Tag(0101111111011001,0111101011100111,1011000101111101),SubmitF(0110101010001101,0101010011011010,1101001000011010),SubmitD(1101101011000001,1000011110011111,0110111000111011),If-Tag(0011101000011000,1001100111101101,0001101011010111),SwapMem-Tag(1101110111111101,1010100110001000,0010011001000110),SubmitC(0100001000011100,1010011001100111,1110111110001111),Close(1001100111110000,0110000111110010,0110100010000011),TestNumGreaterTEqu-Tag(0111010111100111,1100010010100100,1111001111100111),TestNumLess-Tag(1001110100111011,1100001111010011,1000010001101101),While-Tag(1101011001101110,0101001001110001,1000010111100000),LoadGrade-Tag(1100100010100110,1100011101011110,1001100101001110),TestNumGreater-Tag(1010100101010101,1011110000110001,1110100111110010),Break(1111101100001110,0010110001100010,1110011011101110)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1086,grade,True,70,888,200,"[SwapMem-Tag(1101111001011101,1010001001111111,1110000110111000),CopyMem-Tag(0000000100001110,1001011111111111,0110110001111101),Floor-Tag(1101100110100101,1001100100011011,0111100101100100),LoadThreshB-Tag(1101101000101001,0110101000001010,0100000011010110),LoadThreshC-Tag(0101101010001110,1111000000011000,1111010110000011),Dec-Tag(1000000001110010,1110110110000111,1111011100010011),TestNumLess-Tag(1111110011111000,0000110001010000,1000001111000101),SubmitF(0010101111111110,1001100100110000,1011101001110001),Close(1101101110111001,0010011111000101,0110101010000110),Div-Tag(0100101001000100,0110100001001111,1010111010000001),Set-14-Tag(1001010111101010,0110110010010111,1011000011010101),TestNumLessTEqu-Tag(1100111100111101,0111000011111110,1101000001110001),Set-6-Tag(0001100101001011,0111000111101000,0100101001001111),Floor-Tag(0111101010100010,1001110101001011,0111101010111110),SubmitF(1000011010010110,0111010101011111,0000110000110000),Floor-Tag(1101101010101111,1010010011000110,0000010001111000),Div-Tag(1101000001001111,0111110000101000,0100001111001111),Set-7-Tag(1000000111101000,0010010010100011,1101100100010101),TestNumGreaterTEqu-Tag(0111000101111010,0000000111100000,1010011100110001),Set-6-Tag(0110011001011100,0000110111110100,0010101001000101),Mod-Tag(0001010100111001,0010011101000001,0010110000101110),LoadThreshC-Tag(0000010111100110,1111110100001100,0100011011101001),SubmitB(0111110101110011,1000001000110000,1111110000011110),Inc-Tag(1111011011101101,1111001011110100,1100110101101111),SubmitA(1010101111001100,0010101011100100,0110100110111100),SubmitA(1000100011101111,0100111001111101,0011001111010011),While-Tag(0000011101100101,0110100101001101,1011101100011101),SubmitB(0111001100001010,0001111100010100,1001100011000101),Set-3-Tag(1010100011101101,1111001100010111,0011111100110100),Set-16-Tag(0101000011011100,1010110101011111,1001111101111000),Not-Tag(1110011100100011,1011100010111010,1110000000001000),SubmitB(0100110101110101,1000111010011100,0101100001010011),SubmitD(0100011111100001,0000010011000111,1110000010111011),Set-3-Tag(1100000110111001,0101110011010011,1001101000111100),Set-10-Tag(1000100010111100,0100111100010100,1011111101001100),Dec-Tag(1101000001101000,0001110111011100,0001011000111001),SwapMem-Tag(0100011010111111,0111000100010100,1000001101100000),Set-14-Tag(0111011111101000,1001010110111111,0001010100100101),LoadGrade-Tag(0100000001111110,0010110011101001,1010111100110011),Set-10-Tag(1010010100110001,1101000101111010,1000110111100111),Set-0-Tag(1100101010011110,0011011001111010,1011010111000010),Set-1-Tag(1001111000111010,0001100001000101,1011010101100010),CopyMem-Tag(1101110001100101,1111110111101010,1111101000010110),LoadThreshD-Tag(1100010111111100,0100111101110101,1111011110101011),LoadGrade-Tag(1111001001010111,0000111110100101,1111001110011010),Div-Tag(1000101000111111,1000010111010011,0100011001010101),LoadThreshC-Tag(1011001011011101,1000101001111010,0111001111100011),Dec-Tag(1010100100010010,1011011010110101,1111101100101101),SubmitD(0110110101111001,1110100001101101,0000001000010100),Set-13-Tag(1010101000011000,1001001011101001,1001100011001111),Set-12-Tag(1001111111101001,1010111110010010,1110011001001001),TestNumNEqu-Tag(0011101100100000,1100110111100100,0001000000110011),Set-4-Tag(0000110000000100,1000100101010010,1111111111001111),Dec-Tag(0000101010110101,0000100110011010,1110111011100110),LoadThreshC-Tag(1110111011101100,0010011110010110,0011101111001000),Input-Tag(1001010101111110,1100100110001100,1000100100011111),LoadThreshB-Tag(0111001011101111,1001111000001001,1111101000111101),While-Tag(0110011111010001,1000000001100010,1011001000000000),Set-0-Tag(1110100010110100,1111000101111110,0000101011111001),TestNumNEqu-Tag(1000110011001010,1001101111110110,0110000001101001),While-Tag(0011011111010111,0011000011010010,0111001001111001),Set-11-Tag(0011000010001101,1010010110011110,1100111010100001),Set-2-Tag(0101000110001001,0100111011111000,1101110101111111),LoadThreshD-Tag(0111110011101100,0001001100001011,0101111000001001),Set-8-Tag(1011100000111111,0110110111101001,1000010000100101),Dec-Tag(1010000000000000,0011101101011111,1000101011110011),TestNumGreaterTEqu-Tag(0001001000000100,1001000001111111,1111111000000110),IfNot-Tag(1100001110010001,0100100010101101,0010000111101110),SubmitC(0100101011111011,1010010000111110,0101001111111100),SubmitB(0110101011010110,0101101101010101,0010011010110111)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1087,grade,True,35,905,179,"[Set-0-Tag(0011011010111010,1111010000000000,0001100111111111),Dec-Tag(1101101110001001,1100110011011110,0101010000101110),SubmitB(0000000010000101,1101111110111010,0010000100110101),TestNumLessTEqu-Tag(1110110101010001,0011111000101111,1010000011101101),CommitGlobal-Tag(0110110011110110,1111101010000010,1101011101000111),Not-Tag(1010000111001110,1010001100010100,1010111110000000),Inc-Tag(0100110110100110,0100110000001010,0011111011111111),TestNumLess-Tag(1111100011111111,0001111110001111,0010000010111110),Set-6-Tag(0011001100010011,1011110100001011,0001101101011111),SwapMem-Tag(0110101001100000,1000010110110101,0110001110010100),LoadThreshC-Tag(1101101100010110,1111001000101111,0100111101111101),Set-16-Tag(1111011111001010,0000010001011001,1001000101111100),Input-Tag(1100000000111100,1110101010111111,0101101100010100),LoadGrade-Tag(0111011000011000,1010000100110100,1100000111101101),Set-10-Tag(1000010011010100,1000101101111101,0110010111011101),LoadThreshC-Tag(1111011010111111,1101001001110101,0101110001010000),Countdown-Tag(0011101011111110,1110001000010100,1111111100000001),PullGlobal-Tag(1001111111111011,0000110100010011,1100100110010101),Mod-Tag(0101000111000000,0010101001000001,0101000011000000),CopyMem-Tag(1111001101111011,0001010010100001,0111110011100010),SubmitA(1111101110001011,0111110101111101,0110110110011101),IfNot-Tag(0001000111111011,1000110011000111,1010111000100001),LoadThreshD-Tag(0110010001110011,0100111011010000,0011000111111001),CopyMem-Tag(1011100110011101,0001111110010100,1001100000111110),SubmitB(1100011110011100,0010000001011101,1011100110111001),While-Tag(0111100000111100,1101110011110110,1110111010101001),SubmitC(1000111101000100,1001100001101111,0000101010011000),Countdown-Tag(1100000001100111,1111100011001000,1000100101110011),SwapMem-Tag(0000010100100101,0001110110101010,1111111001110100),SubmitF(0111110100011011,0000010011110110,1001111101010111),Close(0101000101101001,1100100110011101,1011011101000101),Floor-Tag(1010111001001011,0100111001000110,1110010100011001),TestNumGreaterTEqu-Tag(1011010110000111,1111001010111000,0001001111000000),Set-5-Tag(1010001001101000,1110111010101000,0110001101010101),SubmitD(0101111000001110,0010000010100111,1001100011100011)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1088,grade,True,18,300,242,"[SubmitB(1101100000100110,0101011100001001,1110101111100001),TestNumLess-Tag(0100000110001110,0100011001110110,0101011010110011),TestNumGreater-Tag(1010100111001110,0100111100100011,0011010011101111),IfNot-Tag(0100011011101111,0101100001011101,0000000000110010),SubmitA(1011101010001101,1110000101000011,1111100001010001),Close(0110000001011100,1000100011000001,0110110110110100),Countdown-Tag(1011101010010011,0001000101010000,0010011011100011),TestNumGreaterTEqu-Tag(0010110110101011,1000010111011010,0110001010110011),LoadThreshC-Tag(1111111011010010,0010101000000010,1100101001110000),IfNot-Tag(0001001101101011,0110000100110101,1110010110001000),SubmitF(1010101100110110,1101100001100010,1111000010110101),Return(0010111111001010,0100110101001101,1111010001011101),Close(1101101110001010,1111101000010100,0000110110000101),TestNumGreaterTEqu-Tag(0110111100001011,1100101100111100,0001101101000011),SubmitC(1010111000001001,0001011001111100,1010110001110101),Set-16-Tag(1110011110100011,0000001111001101,0100010001101011),SubmitD(1011100011110010,1010100000010010,1010100010111111),Close(1100011101011010,0100001111010000,1011001101111110)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1089,grade,True,26,990,425,"[TestNumGreaterTEqu-Tag(1011110100000110,1110100110011001,0000100010101010),Inc-Tag(0110100111100000,1111101001100100,1101111111000010),SubmitF(0110111110011001,1010100011011111,1101100001100111),Countdown-Tag(0100101011110111,0101001000101001,1100111110100010),SubmitD(1101011111011001,1110110111000000,0111010110101110),LoadThreshC-Tag(0010000010101011,0000111000111010,1110000111010001),Dec-Tag(1001010100011001,1111000110110100,0000101001110011),Mod-Tag(1111011100111111,0000100000111100,1100110110101010),SubmitC(0001101111010101,0110101111110000,1010110111010000),Dec-Tag(1111100111011111,0011100110101110,0011101010111011),TestNumGreaterTEqu-Tag(1111110110010101,0001101001001011,1000000000100111),SwapMem-Tag(0001100010111110,1111101011101101,1101000100110000),IfNot-Tag(0110010111100100,1101101011010101,1000010110011000),Set-13-Tag(0110100110011100,1000001010001011,0001011100000000),Countdown-Tag(0001010000010010,0100011100000011,0101100011011101),Set-1-Tag(0011111010101001,1000001101000111,0001100011110000),IfNot-Tag(0000110110100000,0010000100111110,0000110010001011),Set-7-Tag(1011001100100101,1010110100100110,0010101010110100),Set-14-Tag(1001001111011001,0100011111011100,1011010100011101),TestNumGreaterTEqu-Tag(0111010101010110,0010111100001001,1010010100100100),Set-1-Tag(0100110011010100,1011101100001000,1001110000001100),IfNot-Tag(1010000010010110,0111001000001100,0101101100101001),Set-10-Tag(1111010111110110,0010011111000101,0111110111101010),Countdown-Tag(0001101101111001,0011011111010000,1000111101100010),SubmitB(0111101011100011,0110110011010000,1110010010001100),SubmitA(0001001011000110,0101100011101011,0100111001101101)]"
PROBLEM_grade__ARGS_TAG_ONLY__BFR_01,1090,grade,True,18,756,430,"[Not-Tag(1111101000001011,1011000100101011,1000000111001111),TestNumGreater-Tag(0001101010011101,0110100110000111,1110001110000001),LoadThreshC-Tag(0000011101001010,0100011111010010,1010010010101001),LoadGrade-Tag(0011000110111010,1110110101100011,0011010100110111),Countdown-Tag(0001011111010011,1010000101110000,1100110001111101),SubmitB(0110001010110010,1111111010000010,1010001001010110),TestNumLessTEqu-Tag(0000001110001011,0110011100100001,1100100000110110),While-Tag(1111000010010110,0001001000111011,1110110000010111),SubmitF(1101010011000110,1111001001001111,0010001010110000),IfNot-Tag(1100100011100011,1001110100111100,0011000101010011),TestNumLessTEqu-Tag(0011010101110011,0111000111110100,1101001000011111),SubmitC(0000011011110100,0101011110010000,0110101010011110),IfNot-Tag(1100111100111010,1011110010001011,1001111001001101),SubmitD(1100110010010111,0010100101111110,0010001010000111),Close(1111100011010111,1010010010011010,1101100111010100),TestNumGreaterTEqu-Tag(1010000000100011,0111010110110110,1001100110000001),While-Tag(1011000110011000,0000101100100011,1111001110011010),SubmitA(0100100011001100,1110011101011111,0110111000001100)]"
